CustomerID,lat,lon,TotalLoad
1097,46.786419,24.574928,65.57598787
2594,46.773735,24.55719,18.48775622
10778,46.760716,24.5623649,19.12289437
4073,46.604647,24.575491,79.77501634
3534,46.710835,24.617466,7.279943285
9903,46.5708093,24.7473227,149.7377895
3813,46.689423,24.585741,14.20897427
896,46.795559,24.786636,7.049729647
5435,46.793528,24.790167,13.23817097
9166,46.77614674,24.78443771,9.32258915
904,46.783154,24.782116,2.934977761
8766,46.7997907,24.7867026,1.399297201
922,46.80907518,24.79856749,34.73900209
9169,46.778507,24.7859387,58.89425718
907,46.777583,24.788354,2.934977761
898,46.7947836,24.7876377,5.57733962
1022,46.8048334,24.8071855,31.28892829
6862,46.799771,24.78672,14.18556044
10466,46.774962,24.783707,12.39093414
884,46.7775428,24.7852559,3.507695652
9749,46.7842277,24.7795667,32.79488782
9186,46.7886165,24.789509,16.13516226
8791,46.7967545,24.8038051,0.374072645
10984,46.804781,24.801837,57.03027367
963,46.770785,24.78543602,15.96697546
8216,46.774643,24.783932,6.413358815
111,46.7261054,24.776854,0.480534098
634,46.7240501,24.7844608,19.90310686
9219,46.7097608,24.778423,6.485272611
10842,46.711685,24.77864,44.22802758
676,46.7072809,24.8013128,26.54184655
8351,46.629329,24.497641,30.2796463
4131,46.631111,24.500357,83.91704023
3908,46.822338,24.679665,26.85720537
9454,46.815184,24.691255,2.021155598
9460,46.8160138,24.6764466,0.133298701
11028,46.809677,24.689722,12.07468984
10333,46.8210301,24.6840246,77.15204069
3802,46.781158,24.641327,7.274715827
3790,46.786938,24.645767,9.394737605
3791,46.786442,24.64675,46.44713677
3507,46.762199,24.634514,5.461966357
10495,46.781144,24.641402,20.60611696
4289,46.785346,24.642588,1.495335815
4493,46.780033,24.629055,14.50936524
9300,46.781888,24.641784,6.449218584
9146,46.787953,24.64562,4.570117977
9203,46.784605,24.644434,13.40835656
10898,46.787252,24.642044,6.288922494
5200,46.780589,24.647847,33.07164258
9425,46.782886,24.643816,3.897648839
3804,46.785679,24.641241,7.717224545
9204,46.785168,24.640852,2.171110947
3801,46.7812,24.642176,10.91168057
4984,46.732921,24.615874,25.09730615
9052,46.783289,24.641371,6.973840665
10771,46.70865844,24.64050662,13.92532091
4879,46.70808209,24.6418667,121.8132656
4878,46.708317,24.64154,65.63873523
8208,46.70821934,24.64184899,43.55309196
4906,46.737221,24.627611,5.557772018
10888,46.727752,24.613095,17.1926113
4931,46.733261,24.617683,11.22603189
10885,46.751901,24.604547,4.657975959
844,46.7462774,24.7938327,23.86829367
9221,46.7443735,24.799468,311.841288
9617,46.747619,24.7862004,39.62480878
4778,46.752972,24.799958,20.09978428
870,46.7491844,24.8012191,23.3523494
11067,46.7519343,24.7964505,21.21265809
10082,46.742258,24.79573,30.1702094
5274,46.767045,24.78816,13.71035393
10454,46.76442354,24.77947852,1.399297201
950,46.7703049,24.7820764,1.702002781
9734,46.7503234,24.779932,5.893173371
4377,46.758381,24.770146,14.87425623
9728,46.7672349,24.7882329,4.844883274
10123,46.5775089,24.7666348,210.1119148
400,46.6188129,24.7740554,6.565529845
4096,46.664621,24.545316,14.35028117
7146,46.6359716,24.5275028,19.73079751
